rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,target,eng_period_duration_ratio,eng_prad_srad_ratio,eng_transit_shape,eng_duration_period_ratio,eng_stellar_density,eng_transit_probability,eng_temp_ratio,eng_signal_quality,eng_habitable_zone
5548,5839.01,5839,355732304,355732304.01,1,FP,19h04m07.61s,286.031721,+17d00m11.53s,17.003203,0.681,0.053,-0.053,0.0,1.0,-3.812,0.057,-0.057,0.0,1.0,2459794.235051,0.002451,-0.002451,0,1,2.5411063,2.02e-05,-2.02e-05,0,1,3.491,0.181,-0.181,0,1,8720.0,383.984,-383.984,0,1,16.4931,3.92609,-3.92609,0,1,2348.06,1939.0,12.3367,0.011,-0.011,0,1,730.258,19.9975,-19.9975,0,1,6657.0,134.9,-134.9,0,1,4.08,0.09,-0.09,0,1,1.78,0.09,-0.09,0,1,2022-11-02 17:59:22,2024-08-27 12:02:45,0.0,17.469650873675164,0.0850072157509534,26.74905191619307,0.057242128490781,5331.540068382509,0.955883093425306,0.2912723449001052,0.1013529712496756,0
5549,584.01,584,74482749,74482749.01,1,FP,09h10m04.4s,137.518351,-43d55m29.85s,-43.924957,-12.929,0.053,-0.053,0.0,1.0,5.373,0.051,-0.051,0.0,1.0,2460744.737404,0.001124,-0.001124,0,1,1.2622658,2.3e-06,-2.3e-06,0,1,1.7829162,0.0292334,-0.0292334,0,1,3711.7152579,58.862053,-58.862053,0,1,28.2499512,7.20672,-7.20672,0,1,60333.0433838,3997.2246581,9.1103,0.006,-0.006,0,1,436.431,5.9645,-5.9645,0,1,9255.0,179.5,-179.5,0,1,3.88,0.07,-0.07,0,1,2.9098899,0.0878742,-0.0878742,0,1,2019-04-13 05:20:07,2025-09-25 16:00:01,0.0,16.99147677271652,0.0890665534184587,34.17089822996564,0.0588530363414741,4905.61406624162,2.491395525301201,0.4318989365856294,0.8422764386744445,0
5561,5850.01,5850,151728428,151728428.01,1,FP,20h19m31.85s,304.882706,-08d17m54.68s,-8.298523,21.376,0.076,-0.076,0.0,1.0,-37.573,0.046,-0.046,0.0,1.0,2459786.271014,0.001301,-0.001301,0,1,3.9997367,0.0004463,-0.0004463,0,1,0.384,0.111,-0.111,0,1,7460.0,27104.2,-27104.2,0,1,13.8899,11.5657,-11.5657,0,1,3.03288,367.0,10.9951,0.008,-0.008,0,1,64.193,0.17225,-0.17225,0,1,3827.0,157.0,-157.0,0,1,4.62,0.01,-0.01,0,1,0.64,0.02,-0.02,0,1,2022-11-02 17:59:27,2024-08-22 10:08:01,0.0,249.98354375,0.1991098050458715,224.925238350929,0.0040002633173328,15621914.656226669,0.2539953145982538,0.0958975698980925,0.2983313047277606,0
5566,5855.01,5855,41422753,41422753.01,1,FP,19h36m01.95s,294.008142,+32d12m52.58s,32.214606,31.57,0.037,-0.037,0.0,1.0,10.179,0.046,-0.046,0.0,1.0,2459792.210191,0.003239,-0.003239,0,1,2.4710528,1.71e-05,-1.71e-05,0,1,3.033,0.243,-0.243,0,1,5420.0,7891.29,-7891.29,0,1,12.1002,9.53041,-9.53041,0,1,5313.3,2378.0,12.3924,0.006,-0.006,0,1,438.754,4.7475,-4.7475,0,1,6114.0,133.2,-133.2,0,1,4.52,0.08,-0.08,0,1,0.97,0.05,-0.05,0,1,2022-11-02 17:59:29,2024-08-22 10:08:01,0.0,19.553335707220576,0.1144443393549607,24.273211103601664,0.0511421690382334,7475.88427454922,0.5307015842656683,0.388943408570494,0.0598465730179356,0
5571,586.01,586,131979339,131979339.01,1,FP,07h55m39.28s,118.913661,-37d51m27.77s,-37.857713,3.033,0.062,-0.062,0.0,1.0,-2.667,0.069,-0.069,0.0,1.0,2459986.476263,0.00133,-0.00133,0,1,22.6384642,0.0001137,-0.0001137,0,1,4.988,0.495,-0.495,0,1,4982.0,2942.82,-2942.82,0,1,28.0326,4.27381,-4.27381,0,1,636.099,1399.0,8.2268,0.006,-0.006,0,1,253.02,2.461,-2.461,0,1,9511.0,179.3,-179.3,0,1,4.05,0.07,-0.07,0,1,2.42,0.07,-0.07,0,1,2019-04-13 05:20:07,2023-05-23 16:02:02,0.0,108.92605068163591,0.1062726514519675,14.150618311965752,0.0091805403183372,1292395.012241209,0.3024015819438225,0.1470928398696246,2.5508429638580767,0
5574,5862.01,5862,20988926,20988926.01,1,FP,19h00m14.94s,285.062239,+34d15m29.8s,34.258278,1.283,0.04,-0.04,0.0,1.0,-0.862,0.047,-0.047,0.0,1.0,2459791.246452,0.002455,-0.002455,0,1,5.3194765,2.86e-05,-2.86e-05,0,1,4.653,0.347,-0.347,0,1,3640.0,163.163,-163.163,0,1,15.9815,3.82501,-3.82501,0,1,1271.35,1663.0,12.0997,0.009,-0.009,0,1,1276.28,40.715,-40.715,0,1,6987.0,134.5,-134.5,0,1,3.77,0.09,-0.09,0,1,2.66,0.14,-0.14,0,1,2022-11-02 17:59:32,2024-08-27 12:02:45,0.0,27.43766086395874,0.055120024832724,12.966346983879957,0.0364462555666896,20655.76345169634,0.872909138609937,0.2380134535566051,0.0526285474513714,0
5578,5866.01,5866,341297143,341297143.01,1,FP,20h45m13.49s,311.306229,+12d10m03.39s,12.167609,9.033,0.049,-0.049,0.0,1.0,-2.139,0.037,-0.037,0.0,1.0,2459813.907629,0.000821,-0.000821,0,1,3.8421028,0.0003158,-0.0003158,0,1,1.184,0.315,-0.315,0,1,8920.0,548.41,-548.41,0,1,13.2581,0.741939,-0.741939,0,1,120.549,923.0,11.1838,0.007,-0.007,0,1,356.406,4.456,-4.456,0,1,6247.0,127.8,-127.8,0,1,4.28,0.09,-0.09,0,1,1.32,0.06,-0.06,0,1,2022-11-08 19:57:56,2024-08-22 10:08:01,0.0,77.88046216216216,0.0921469279955518,79.76837130484861,0.0128401908801954,472373.5373706263,0.5380978754927365,0.147750920441812,0.2998091301513789,0
5579,5867.01,5867,380517859,380517859.01,1,FP,20h14m40.09s,303.667055,+30d46m33.81s,30.776057,22.136,0.07,-0.07,0.0,1.0,-4.718,0.076,-0.076,0.0,1.0,2459823.570109,0.005557,-0.005557,0,1,1.109435,0.0002011,-0.0002011,0,1,2.723,0.862,-0.862,0,1,27240.0,20361.5,-20361.5,0,1,10.2843,2.90063,-2.90063,0,1,1164.27,1627.0,14.9156,0.007,-0.007,0,1,254.311,3.175,-3.175,0,1,3613.0,157.0,-157.0,0,1,4.75,0.01,-0.01,0,1,0.49,0.02,-0.02,0,1,2022-11-08 19:57:56,2025-08-01 12:03:46,0.0,9.778347410943812,0.1925538288709979,60.61162258032394,0.1022667694216726,934.9672296272654,0.4572231080967478,0.4503182950456684,0.0294419860941041,0
5582,587.01,587,294090620,294090620.01,1,FP,08h41m35.02s,130.395919,-22d11m39.47s,-22.194298,-25.241,0.1,-0.1,0.0,1.0,6.479,0.077,-0.077,0.0,1.0,2459968.122746,0.000319,-0.000319,0,1,8.044239,8.49e-05,-8.49e-05,0,1,5.3289306,0.0183014,-0.0183014,0,1,4937.505363,26.024817,-26.024817,0,1,15.1761031,0.4352956,-0.4352956,0,1,3094.0780065,1902.1841748,7.81307,0.006,-0.006,0,1,210.139,3.344,-3.344,0,1,9333.0,286.1,-286.1,0,1,4.35,0.0853377,-0.0853377,0,1,2.0411401,0.0581056,-0.0581056,0,1,2019-04-13 05:20:07,2024-12-14 12:02:56,0.0,36.22898297831088,0.0682120270282891,13.18601986938262,0.0276022101034044,47551.96061205446,0.5084124433731122,0.2038127263259402,3.7006633611532886,0
5589,5876.01,5876,106114491,106114491.01,1,FP,20h04m19.36s,301.080672,+32d30m05.83s,32.50162,3.752,0.075,-0.075,0.0,1.0,13.328,0.068,-0.068,0.0,1.0,2459813.860054,0.004027,-0.004027,0,1,9.7216312,0.000124,-0.000124,0,1,3.272,0.681,-0.681,0,1,1830.0,171.689,-171.689,0,1,7.28362,0.54134,-0.54134,0,1,176.156,1014.0,10.6372,0.006,-0.006,0,1,387.926,9.017,-9.017,0,1,6702.0,182.2,-182.2,0,1,4.13,0.09,-0.09,0,1,1.7,0.08,-0.08,0,1,2022-11-08 19:58:01,2024-08-22 10:08:01,0.0,71.30780831295843,0.039307177549919,13.07411346956445,0.0140237096561874,362586.1951694168,0.3732124820778701,0.1512981199641898,0.1017585921344229,0
5596,5882.01,5882,232941965,232941965.01,1,CP,20h47m33.27s,311.888638,+34d44m14.97s,34.737492,-14.123,0.036,-0.036,0.0,1.0,-17.042,0.036,-0.036,0.0,1.0,2459818.905315,0.006521,-0.006521,0,1,7.1487697,8.07e-05,-8.07e-05,0,1,6.864,2.244,-2.244,0,1,1900.0,2270.15,-2270.15,0,1,14.1861,5.37763,-5.37763,0,1,4792.5,2317.0,10.6338,0.006,-0.006,0,1,416.104,3.9625,-3.9625,0,1,5706.0,131.0,-131.0,0,1,3.7,0.08,-0.08,0,1,2.35,0.11,-0.11,0,1,2022-11-08 19:58:03,2025-01-20 12:03:29,1.0,24.99569825174825,0.0553820027327737,6.350377248748068,0.040006883981729,15616.935609826223,0.6332574746799409,0.4060637924991237,0.1059823636262327,0
5600,5886.01,5886,15682927,15682927.01,1,FP,20h27m57.32s,306.988834,+37d08m46.8s,37.146334,-2.162,0.051,-0.051,0.0,1.0,-4.982,0.051,-0.051,0.0,1.0,2459823.159717,0.001679,-0.001679,0,1,0.9655766,2.4e-06,-2.4e-06,0,1,1.224,0.24,-0.24,0,1,3140.0,299.993,-299.993,0,1,11.5845,0.754258,-0.754258,0,1,3796.11,2186.0,12.3886,0.03,-0.03,0,1,832.543,23.6575,-23.6575,0,1,7542.0,254.4,-254.4,0,1,4.11,0.09,-0.09,0,1,1.92,0.08,-0.08,0,1,2022-11-08 19:58:05,2024-09-24 12:02:46,0.0,18.932874509803924,0.0553540711009174,45.78080302654216,0.0528181813850915,6786.559624053247,1.9653658570661752,0.2898435428268364,0.0347928214266431,0
5601,5887.01,5887,277987172,277987172.01,1,FP,20h11m02.82s,302.761752,+19d42m24.3s,19.706749,-7.444,0.041,-0.041,0.0,1.0,-9.412,0.035,-0.035,0.0,1.0,2459824.052187,0.003795,-0.003795,0,1,6.3989216,3.59e-05,-3.59e-05,0,1,2.781,0.977,-0.977,0,1,3830.0,402.612,-402.612,0,1,10.6347,0.805931,-0.805931,0,1,280.377,1139.0,12.4276,0.018,-0.018,0,1,726.81,16.0295,-16.0295,0,1,6243.0,169.8,-169.8,0,1,4.12,0.09,-0.09,0,1,1.59,0.08,-0.08,0,1,2022-11-08 19:58:05,2024-09-06 10:08:02,0.0,55.22262437971953,0.0613622987709884,22.25350369905185,0.018108520035626,168403.50494596187,0.4613097122533466,0.1824443376581771,0.0409410308922733,0
5604,589.01,589,412961700,412961700.01,1,FP,08h28m53.43s,127.222618,-20d57m01.66s,-20.950461,-0.602,0.095,-0.095,0.0,1.0,-15.152,0.106,-0.106,0.0,1.0,2459230.346492,0.000586,-0.000586,0,1,2.5183846,4e-06,-4e-06,0,1,2.1596206,0.0685282,-0.0685282,0,1,616.0227482,30.830702,-30.830702,0,1,21.1354407,6.6040735,-6.6040735,0,1,30104.8834446,3359.5335853,6.725,0.007,-0.007,0,1,390.393,9.291,-9.291,0,1,10817.0,134.0,-134.0,0,1,4.35,0.0853377,-0.0853377,0,1,5.7888398,0.06,-0.06,0,1,2019-04-13 05:20:07,2023-11-13 10:08:02,0.0,27.986966970031684,0.033496025522778,11.492669389845442,0.0357309172183893,21921.360579529824,3.127352443952816,0.3105790501340483,1.2577570197795431,0
5607,5892.01,5892,375199523,375199523.01,1,FP,20h37m22.38s,309.343258,+06d09m10.25s,6.152848,7.265,0.051,-0.051,0.0,1.0,-1.6,0.046,-0.046,0.0,1.0,2459822.064534,0.002309,-0.002309,0,1,1.9447712,0.0004041,-0.0004041,0,1,1.345,0.625,-0.625,0,1,2880.0,469.569,-469.569,0,1,13.5597,1.39117,-1.39117,0,1,425.174,1265.0,11.6866,0.007,-0.007,0,1,593.047,11.4055,-11.4055,0,1,5369.0,126.4,-126.4,0,1,3.68,0.08,-0.08,0,1,2.32,0.14,-0.14,0,1,2022-11-08 19:58:08,2024-08-22 10:08:01,0.0,34.7022370260223,0.053621085099652,39.9000977397732,0.0288165860676395,41790.00426294689,1.4890489519527152,0.2356118457813373,0.0609189610165226,0
5614,5899.01,5899,126171392,126171392.01,1,FP,21h01m00.7s,315.252899,+29d42m08.2s,29.702279,-12.419,0.029,-0.029,0.0,1.0,-15.77,0.026,-0.026,0.0,1.0,2459823.081326,0.001652,-0.001652,0,1,0.7835688,2.4e-06,-2.4e-06,0,1,1.095,0.199,-0.199,0,1,7440.0,648.986,-648.986,0,1,11.8563,0.785012,-0.785012,0,1,1710.79,1791.0,12.935,0.009,-0.009,0,1,675.895,7.8055,-7.8055,0,1,5932.0,131.2,-131.2,0,1,4.26,0.08,-0.08,0,1,1.28,0.06,-0.06,0,1,2022-11-08 19:58:11,2024-08-22 10:08:01,0.0,17.174110684931506,0.0849792144495412,78.77208640309708,0.0582271780091295,5065.505282980276,1.5060008360992505,0.3019217801753203,0.0498394149405895,0
5615,590.01,590,270841724,270841724.01,1,FP,08h48m16.49s,132.068717,-47d06m53.13s,-47.114757,-1.648,0.055,-0.055,0.0,1.0,-4.3915,0.052,-0.052,0.0,1.0,2458522.02359,0.00103,-0.00103,0,1,18.90372,0.00081,-0.00081,0,1,9.067,0.168,-0.168,0,1,24270.0,3.68583,-3.68583,0,1,9.7575887,0.6874487,-0.6874487,0,1,504.879,1265.0,10.441,0.045,-0.045,0,1,273.696,2.504,-2.504,0,1,5780.0,131.1,-131.1,0,1,4.35,0.0853377,-0.0853377,0,1,1.21069,0.06,-0.06,0,1,2019-04-13 05:20:07,2021-10-29 12:59:15,0.0,50.03741921252895,0.0739406143482816,17.181903376960314,0.0199850435081913,125280.85417598132,0.1706088037912394,0.2188581314878892,1.6168501688423258,0
5617,5901.01,5901,294173437,294173437.01,1,FP,20h03m04.53s,300.768857,+50d30m27.89s,50.507747,-6.544,0.031,-0.031,0.0,1.0,-4.755,0.031,-0.031,0.0,1.0,2459820.580689,0.004657,-0.004657,0,1,5.555905,3.62e-05,-3.62e-05,0,1,3.459,1.218,-1.218,0,1,3750.0,404.155,-404.155,0,1,11.9323,0.962172,-0.962172,0,1,409.941,1253.0,12.5454,0.007,-0.007,0,1,853.753,12.221,-12.221,0,1,5867.0,120.0,-120.0,0,1,3.88,0.08,-0.08,0,1,1.95,0.09,-0.09,0,1,2022-11-08 19:58:12,2024-08-22 10:08:01,0.0,38.549210754553336,0.0561387908727358,17.70374199756561,0.0259408683193827,57285.732748144655,0.6216291962607922,0.21356741094256,0.0359642715135829,0
5624,5908.01,5908,452483795,452483795.01,1,FP,20h15m34.52s,303.89385,+24d31m16.17s,24.521157,0.49,0.027,-0.027,0.0,1.0,-9.983,0.027,-0.027,0.0,1.0,2459823.08489,0.002947,-0.002947,0,1,2.4515393,1.25e-05,-1.25e-05,0,1,3.005,0.83,-0.83,0,1,7520.0,679.984,-679.984,0,1,11.6029,0.6874487,-0.6874487,0,1,3082.85,2075.0,13.0008,0.02,-0.02,0,1,841.296,15.005,-15.005,0,1,7143.0,122.0,-122.0,0,1,4.4,0.0853377,-0.0853377,0,1,1.32,0.06,-0.06,0,1,2022-11-08 19:58:15,2024-08-22 10:08:01,0.0,19.579681597337768,0.0806428968584931,28.85788138260073,0.0510733535184744,7506.143713755852,0.7260190641155512,0.2904941901161977,0.0474130442091184,0
5626,591.01,591,146261607,146261607.01,1,FP,08h14m19.66s,123.581899,-34d49m09.56s,-34.819322,-5.871,0.107,-0.107,0.0,1.0,4.795,0.094,-0.094,0.0,1.0,2459262.045754,0.000232,-0.000232,0,1,8.4915117,3.3e-06,-3.3e-06,0,1,6.035,0.063,-0.063,0,1,40640.0,1.00177,-1.00177,0,1,87.0155,8.87517,-8.87517,0,1,2278.83,1924.0,10.1749,0.006,-0.006,0,1,1219.08,119.46,-119.46,0,1,9365.0,407.8,-407.8,0,1,4.08,1.27,-1.27,0,1,4.18,0.43,-0.43,0,1,2019-04-01 16:52:03,2021-10-29 12:59:15,0.0,33.7690606130903,0.1909826170931917,33.40408462198284,0.0296129054775174,38508.52985555023,1.0042756672232895,0.2054458088627869,3.4593435899013047,0
5627,5910.01,5910,273774284,273774284.01,1,FP,19h51m55.79s,297.982441,+42d45m16.3s,42.754529,2.177,0.031,-0.031,0.0,1.0,-1.418,0.027,-0.027,0.0,1.0,2459821.923032,0.011025,-0.011025,0,1,17.2182695,0.0004637,-0.0004637,0,1,7.888,1.174,-1.174,0,1,4810.0,488.633,-488.633,0,1,8.64247,0.6874487,-0.6874487,0,1,236.125,1092.0,13.4177,0.017,-0.017,0,1,932.309,14.3535,-14.3535,0,1,6330.0,122.0,-122.0,0,1,4.31,0.0853377,-0.0853377,0,1,1.29,0.06,-0.06,0,1,2022-11-08 19:58:16,2024-08-22 10:08:01,0.0,52.388243914807305,0.0614641206173102,8.79236353164285,0.0190882519678685,143781.0075588499,0.19346246167348,0.1725118483412322,0.0206568966359222,0
5632,5915.01,5915,329709756,329709756.01,1,FP,20h59m00.41s,314.751697,+47d32m31.06s,47.54196,-35.412,0.05,-0.05,0.0,1.0,32.729,0.056,-0.056,0.0,1.0,2459849.154995,0.002809,-0.002809,0,1,12.5482879,0.0012589,-0.0012589,0,1,3.396,0.269,-0.269,0,1,49260.0,2762.31,-2762.31,0,1,13.0082,0.600255,-0.600255,0,1,8.90508,481.0,14.3196,0.007,-0.007,0,1,273.689,2.295,-2.295,0,1,3923.0,157.0,-157.0,0,1,4.66,0.01,-0.01,0,1,0.59,0.02,-0.02,0,1,2022-11-08 19:58:18,2024-08-22 10:08:01,0.0,88.68047985865725,0.2022733633960503,65.3551058196763,0.0112764387562386,697403.4691236971,0.1092602933225302,0.1226102472597501,0.0921837577306204,0
5637,592.01,592,196286587,196286587.01,1,FP,08h22m13.72s,125.557166,-25d04m10.09s,-25.06947,4.836,0.043,-0.043,0.0,1.0,-7.165,0.04,-0.04,0.0,1.0,2459974.937344,0.002142,-0.002142,0,1,10.4137962,2.37e-05,-2.37e-05,0,1,3.482,0.209,-0.209,0,1,1948.0,61.983,-61.983,0,1,8.3814,0.406739,-0.406739,0,1,131.058,942.0,10.1985,0.006,-0.006,0,1,358.441,3.8825,-3.8825,0,1,6439.3,182.5,-182.5,0,1,4.12,0.6,-0.6,0,1,1.97,0.09,-0.09,0,1,2019-04-13 05:20:07,2023-03-23 16:02:01,0.0,71.77803239517519,0.0390322730871326,12.675517800524933,0.0139318391244619,369806.5911109053,0.4131047386297026,0.1462891929246967,0.1622515866895308,0
5638,5920.01,5920,467006627,467006627.01,1,FP,20h51m26.52s,312.86048,+02d36m58.58s,2.616271,10.154,0.07,-0.07,0.0,1.0,-2.905,0.044,-0.044,0.0,1.0,2459801.155922,0.002849,-0.002849,0,1,15.4159906,0.0043856,-0.0043856,0,1,2.127,0.337,-0.337,0,1,4500.0,379.99,-379.99,0,1,10.5168,0.752094,-0.752094,0,1,18.6278,578.0,11.499,0.009,-0.009,0,1,453.294,8.6465,-8.6465,0,1,6120.0,137.2,-137.2,0,1,4.12,0.09,-0.09,0,1,1.56,0.08,-0.08,0,1,2022-11-08 19:58:21,2025-08-29 12:04:16,0.0,173.94629732016926,0.061848976711362,31.538335366710715,0.005748900755038,5263147.798277879,0.2518509773011373,0.0944444444444444,0.1131390463571558,0
5642,5924.01,5924,289125016,289125016.01,1,FP,20h57m58.68s,314.494487,+19d16m43.79s,19.27883,-1.735,0.07,-0.07,0.0,1.0,-1.282,0.073,-0.073,0.0,1.0,2459822.527363,0.005323,-0.005323,0,1,6.2043746,0.0019373,-0.0019373,0,1,5.957,0.792,-0.792,0,1,4380.0,241.539,-241.539,0,1,14.9548,1.03506,-1.03506,0,1,911.223,1530.0,11.429,0.007,-0.007,0,1,707.092,23.3235,-23.3235,0,1,6122.0,128.4,-128.4,0,1,3.71,0.08,-0.08,0,1,2.49,0.14,-0.14,0,1,2022-11-08 19:58:22,2024-08-27 12:02:45,0.0,24.996640993788823,0.0551004016064257,11.109882227815543,0.0400053751321419,15618.702709535348,0.7374524219562695,0.2499183273440052,0.1174557035241199,0
5648,593.01,593,128463355,128463355.01,1,FP,07h52m14.3s,118.059584,-29d42m50.66s,-29.714072,2.801,0.046,-0.046,0.0,1.0,-9.729,0.055,-0.055,0.0,1.0,2458493.08509,0.00148,-0.00148,0,1,13.9086,2.235e-05,-2.235e-05,0,1,2.987,0.146,-0.146,0,1,4760.0,1388.07,-1388.07,0,1,37.5946,9.55057,-9.55057,0,1,504.879,1265.0,10.1078,0.006,-0.006,0,1,382.898,4.7545,-4.7545,0,1,6333.0,128.0,-128.0,0,1,3.81,0.08,-0.08,0,1,2.29,0.1,-0.1,0,1,2019-04-01 16:52:02,2021-10-29 12:59:15,0.0,111.75306327418816,0.1506133568366651,23.09767433633792,0.0089483005718284,1395655.7505994458,0.3959556436433908,0.1997473551239539,0.4310096092166763,0
5660,5940.01,5940,296898634,296898634.01,1,FP,20h48m18.04s,312.075178,+47d55m50.31s,47.930643,-8.321,0.056,-0.056,0.0,1.0,7.397,0.047,-0.047,0.0,1.0,2459849.326267,0.00743,-0.00743,0,1,2.8534013,0.000763,-0.000763,0,1,5.176,1.575,-1.575,0,1,15830.0,26551.0,-26551.0,0,1,11.4232,3.78502,-3.78502,0,1,961.087,1551.0,14.1736,0.007,-0.007,0,1,196.44,1.0825,-1.0825,0,1,3662.0,157.0,-157.0,0,1,4.72,0.01,-0.01,0,1,0.52,0.02,-0.02,0,1,2022-11-08 19:58:30,2024-08-22 10:08:01,0.0,13.230608809891809,0.2015384615384615,24.307829965303867,0.0755823117718025,2316.0049669940386,0.2584806916578283,0.4235390496996177,0.0338876080134691,0
5662,5942.01,5942,166190643,166190643.01,1,FP,21h10m09.85s,317.541024,+38d14m22.41s,38.239559,-5.906,0.034,-0.034,0.0,1.0,-5.905,0.038,-0.038,0.0,1.0,2459822.98395,0.00189,-0.00189,0,1,1.6540803,6.4e-06,-6.4e-06,0,1,2.008,0.56,-0.56,0,1,3460.0,316.209,-316.209,0,1,15.2145,1.07674,-1.07674,0,1,2118.23,1889.0,11.7528,0.023,-0.023,0,1,799.123,15.028,-15.028,0,1,6453.0,195.3,-195.3,0,1,3.76,0.09,-0.09,0,1,2.51,0.12,-0.12,0,1,2022-11-08 19:58:31,2024-08-22 10:08:01,0.0,19.769884063745017,0.0556105851822069,29.293707509666817,0.0505819860539217,7727.025891732772,1.794606881104901,0.2927320626065396,0.0688582686573891,0
5671,595.01,595,287329267,287329267.01,1,FP,07h19m08.05s,109.783542,-59d18m07.35s,-59.302042,-4.84,0.041,-0.041,0.0,1.0,7.583,0.043,-0.043,0.0,1.0,2458331.94733,0.00515,-0.00515,0,1,7.64348,6e-05,-6e-05,0,1,2.772,0.454,-0.454,0,1,560.0,0.799349,-0.799349,0,1,6.82171,0.406298,-0.406298,0,1,170.804,1007.0,9.9959,0.006,-0.006,0,1,432.642,3.8765,-3.8765,0,1,6258.1,103.6,-103.6,0,1,3.59,0.08,-0.08,0,1,2.94,0.12,-0.12,0,1,2019-04-01 16:51:56,2021-10-29 12:59:15,0.0,66.17731601731603,0.021287243337702,8.53691166392441,0.0151109180634998,289819.3966013328,0.757681310418359,0.1609114587494607,0.0562118691975915,0
5676,5954.01,5954,297153209,297153209.01,1,FP,20h48m07.16s,312.029841,+43d56m19.31s,43.938698,-1.416,0.053,-0.053,0.0,1.0,-2.85,0.053,-0.053,0.0,1.0,2460361.734742,0.000877,-0.000877,0,1,10.7004569,1.39e-05,-1.39e-05,0,1,1.281,0.273,-0.273,0,1,2409.0,165.678,-165.678,0,1,13.1568,0.733103,-0.733103,0,1,51.9069,747.0,9.41809,0.006,-0.006,0,1,339.255,4.3475,-4.3475,0,1,6906.0,145.4,-145.4,0,1,3.84,0.08,-0.08,0,1,2.44,0.11,-0.11,0,1,2022-11-16 01:02:47,2025-08-01 12:03:46,0.0,200.4769442622951,0.0494690930967062,38.31503885029829,0.0049881047602743,8057369.905466304,0.5024832757517969,0.1081668114682884,0.4117188964058368,0
5681,5959.01,5959,199671901,199671901.01,1,KP,22h22m03.1s,335.51292,+45d27m26.43s,45.457342,8.962,0.04,-0.04,0.0,1.0,-5.41,0.042,-0.042,0.0,1.0,2459855.872666,0.001058,-0.001058,0,1,4.4571444,0.0003346,-0.0003346,0,1,6.1089711,0.0875738,-0.0875738,0,1,7175.6801891,103.28215,-103.28215,0,1,18.031156,0.8959427,-0.8959427,0,1,1747.4150659,1648.9928347,10.9726,0.006,-0.006,0,1,464.469,6.449,-6.449,0,1,6074.0,125.384,-125.384,0,1,3.85122,0.0775049,-0.0775049,0,1,2.09465,0.0980906,-0.0980906,0,1,2022-11-16 01:06:38,2023-02-03 10:10:01,1.0,17.510553552954274,0.078974267558439,13.86639178316673,0.0571084173310606,5369.076925269866,0.7734050375659243,0.271483838442542,0.2929699483611898,0
5682,596.01,596,144956678,144956678.01,1,FP,08h08m16.47s,122.068635,-35d33m33.96s,-35.559433,-1.863,0.038,-0.038,0.0,1.0,13.133,0.042,-0.042,0.0,1.0,2459228.947101,0.002083,-0.002083,0,1,1.5136003,0.0002192,-0.0002192,0,1,2.4400695,0.2813182,-0.2813182,0,1,745.1393405,51.541286,-51.541286,0,1,8.3090193,2.3770592,-2.3770592,0,1,14144.8668844,2781.4385255,9.9071,0.006,-0.006,0,1,388.682,3.7825,-3.7825,0,1,6017.0,129.7,-129.7,0,1,3.55,0.08,-0.08,0,1,2.93328,0.134,-0.134,0,1,2019-04-13 05:20:07,2021-10-29 12:59:15,0.0,14.887447755074191,0.0259878139360665,11.187075011197496,0.0671706807272699,3299.595869215061,2.225082156383074,0.4622633414492272,0.0811703639190071,0
5683,5960.01,5960,188876052,188876052.01,1,KP,22h52m09.96s,343.041493,+35d26m49.84s,35.447178,74.747,0.063,-0.063,0.0,1.0,15.048,0.054,-0.054,0.0,1.0,2459827.429945,0.000248,-0.000248,0,1,3.076329,5.4e-05,-5.4e-05,0,1,3.9016058,0.0201032,-0.0201032,0,1,9490.8396842,52.363537,-52.363537,0,1,14.2287485,0.6003562,-0.6003562,0,1,1519.96446,1592.4951117,9.7758,0.006,-0.006,0,1,211.553,1.6955,-1.6955,0,1,6401.79,103.038,-103.038,0,1,4.23563,0.0839922,-0.0839922,0,1,1.4311,0.0598895,-0.0598895,0,1,2022-11-16 01:06:38,2022-11-18 12:02:43,1.0,18.92346376971246,0.0912158319224513,24.96944737120332,0.0528444481501599,6776.444708554239,0.676573207145383,0.2487577867596406,1.166768343733874,0
